sample,t_ms,ch1_uv
2062,244284.70,187016.1295
2063,244304.47,186919.9947
2064,244324.27,186902.6050
2065,244344.78,186897.6653
2066,244364.24,186886.1988
2067,244384.66,186896.6147
2068,244404.39,186932.1987
2069,244424.18,186944.8721
2070,244444.60,186827.7714
2071,244464.74,186904.9072
2072,244484.23,186853.1406
2073,244504.05,186853.2076
2074,244524.45,186973.7059
2075,244544.21,186915.5690
2076,244564.04,186878.3981
2077,244585.27,186816.1708
2078,244604.02,186883.1590
2079,244624.44,186863.1095
2080,244644.21,186868.9880
2081,244664.04,186939.7536
2082,244704.56,186949.1637
2083,244724.39,186864.3388
2084,244744.18,186865.0094
2085,244763.97,186821.2223
2086,244804.02,186891.8762
2087,244824.45,186818.7636
2088,244844.23,186876.3641
2089,244864.07,186819.3671
2090,244883.84,186880.6332
2091,244904.78,186906.9189
2092,244924.10,186779.5363
2093,244943.91,186894.3349
2094,244964.30,186806.4478
2095,244984.07,186949.9683
2096,245024.25,186827.2126
2097,245044.02,186926.2755
2098,245063.82,186837.8744
2099,245084.20,186895.0501
2100,245117.50,186828.0619
2101,245124.13,186907.3659
2102,245143.95,186907.3883
2103,245163.73,186830.6771
2104,245184.18,186886.3776
2105,245203.96,186874.7547
2106,245223.78,186902.0686
2107,245244.18,186874.4642
2108,245264.10,186874.9782
2109,245283.90,186903.1861
2110,245303.69,186941.6758
2111,245324.09,186864.3835
2112,245343.94,186800.3458
2113,245364.37,186894.0890
2114,245383.58,186816.9978
2115,245404.00,186888.0093
2116,245423.76,186819.5012
2117,245443.57,186825.6927
2118,245467.28,186878.3310
2119,245483.88,186850.2572
2120,245503.68,186907.6341
2121,245523.44,186863.3106
2122,245543.82,186835.8627
2123,245583.86,186854.0570
2124,245603.69,186889.4622
2125,245623.44,186957.2327
2126,245643.86,186849.5867
2127,245663.62,186912.7303
2128,245703.74,186845.2281
2129,245723.59,186850.1455
2130,245743.43,186852.2242
2131,245763.81,186942.2570
2132,245783.77,186837.8520
2133,245803.65,186864.0035
2134,245823.54,186878.8898
2135,245843.37,186972.9683
2136,245863.22,186922.5651
2137,245883.18,186957.7244
2138,245923.34,186846.9045
2139,245943.22,186785.1913
2140,245963.60,186825.8044
2141,245983.43,186898.8499
2142,246023.26,186859.6002
2143,246043.71,186813.7568
2144,246063.53,186891.9209
2145,246083.32,186852.3136
2146,246103.17,186771.4897
2147,246123.37,186878.5769
2148,246143.25,186874.7771
2149,246163.71,186921.7381
2150,246183.57,186912.5068
2151,246203.42,186897.0618
2152,246223.34,186969.6379
2153,246244.01,186913.4232
2154,246263.44,186942.6146
2155,246283.32,186851.7548
2156,246303.16,186847.9773
2157,246323.01,186863.3553
2158,246343.43,186883.9860
2159,246363.85,186848.5361
2160,246383.38,186801.9775
2161,246403.29,186880.4544
2162,246423.17,186814.0027
2163,246443.03,186890.4233
2164,246462.88,186892.5691
2165,246485.57,186882.6002
2166,246502.67,186936.3114
2167,246523.17,186874.9335
2168,246543.04,186874.9335
2169,246562.91,186834.6334
2170,246603.43,186875.8053
2171,246623.34,186833.5158
2172,246643.20,186802.1563
2173,246663.05,186899.4310
2174,246682.91,186837.6508
2175,246723.30,186918.3406
2176,246743.19,186839.1484
2177,246763.06,186914.1385
2178,246782.90,186842.0318
2179,246802.76,186906.8295
2180,246823.95,186830.8336
2181,246842.71,186862.5283
2182,246862.55,186925.1803
2183,246882.99,186803.2515
2184,246902.86,186874.6653
2185,246927.11,186852.7606
2186,246943.03,186825.3797
2187,246962.87,186873.9724
2188,246982.74,186914.5855
2189,247002.59,186897.3747
2190,247042.48,186968.0509
2191,247062.41,186879.9180
2192,247082.88,186871.6702
2193,247102.74,186895.2066
2194,247122.59,186855.3758
2195,247143.93,186880.4321
2196,247162.74,186912.6186
2197,247182.60,186875.1794
2198,247202.97,186907.5000
2199,247222.91,186856.7616
2200,247262.85,186771.1321
2201,247282.72,186915.7031
2202,247302.61,186854.4370
2203,247322.43,186909.6234
2204,247362.31,186929.2483
2205,247382.22,186937.7419
2206,247402.69,186908.5282
2207,247422.52,186909.3329
2208,247442.30,186887.7858
2209,247463.31,186882.5108
2210,247482.72,186868.2727
2211,247502.60,186807.2078
2212,247522.42,186928.8459
2213,247542.21,186873.2125
2214,247562.69,186822.8540
2215,247584.23,186859.5108
2216,247602.66,186908.7070
2217,247622.51,186922.4533
2218,247642.30,186910.2046
2219,247662.09,186912.7750
2220,247702.15,186921.5593
2221,247722.66,186788.3876
2222,247742.42,186866.8199
2223,247762.13,186867.4681
2224,247782.59,186794.1990
2225,247822.58,186745.8299
2226,247842.43,186893.5749
2227,247862.19,186863.0871
2228,247881.94,186829.5148
2229,247902.62,186861.7013
2230,247922.02,186826.0279
2231,247942.53,186876.1182
2232,247962.30,186904.2590
2233,247982.16,186793.4167
2234,248001.93,186915.6584
2235,248024.83,186902.4485
2236,248041.81,186899.7440
2237,248062.22,186890.6692
2238,248081.94,186828.1513
2239,248102.37,186891.1833
2240,248141.98,186856.6945
2241,248161.81,186836.7791
2242,248182.22,186803.9221
2243,248202.40,186831.1241
2244,248222.32,186864.6517
2245,248242.49,186840.1766
2246,248261.73,186849.4302
2247,248282.14,186825.1115
2248,248301.99,186835.8627
2249,248321.76,186863.1318
2250,248341.93,186823.0328
2251,248362.30,186894.2901
2252,248381.99,186866.8646
2253,248402.09,186867.6245
2254,248421.86,186797.7753
2255,248442.14,186769.7909
2256,248461.84,186864.4282
2257,248482.12,186834.1193
2258,248501.88,186829.4701
2259,248521.56,186861.5001
2260,248541.91,186861.2990
2261,248561.71,186845.5857
2262,248581.49,186837.7179
2263,248602.47,186828.4643
2264,248621.71,186773.4119
2265,248641.53,186812.7733
2266,248661.97,186826.9220
2267,248681.83,186758.9951
2268,248721.99,186854.6829
2269,248741.77,186796.1437
2270,248761.58,186894.3125
2271,248781.43,186840.1095
2272,248801.75,186889.3281
2273,248841.83,186837.1591
2274,248861.63,186892.4797
2275,248881.41,186860.0026
2276,248901.85,186792.0086
2277,248941.40,186879.0239
2278,248961.17,186820.1047
2279,248981.60,186770.8862
2280,249001.37,186878.7110
2281,249021.78,186779.4693
2282,249042.52,186835.5498
2283,249061.31,186788.6558
2284,249081.67,186791.4498
2285,249101.40,186850.0337
2286,249121.22,186802.0892
2287,249141.58,186809.1077
2288,249164.50,186882.3096
2289,249181.02,186787.0018
2290,249201.43,186923.1686
2291,249221.18,186816.3943
2292,249241.60,186918.7430
2293,249261.35,186857.1192
2294,249284.64,186887.7411
2295,249301.16,186831.9735
2296,249321.60,186814.6956
2297,249341.45,186914.9655
2298,249361.20,186857.6556
2299,249381.57,186984.1665
2300,249421.14,186820.9541
2301,249441.39,186780.6986
2302,249461.11,186878.9122
2303,249481.48,186858.7062
2304,249501.26,186880.2756
2305,249523.42,186852.2689
2306,249541.10,186850.7490
2307,249560.96,186768.3604
2308,249581.36,186840.9812
2309,249601.13,186880.0521
2310,249641.17,186788.0747
2311,249660.99,186886.0871
2312,249680.78,186920.8887
2313,249701.17,186903.9461
2314,249720.98,186840.2660
2315,249761.27,186862.2378
2316,249781.08,186923.3027
2317,249800.87,187030.8816
2318,249820.64,186883.3154
2319,249840.97,186792.5227
2320,249861.47,186949.4766
2321,249880.70,186860.9190
2322,249901.09,186896.6147
2323,249920.92,186851.8889
2324,249940.72,186929.4271
2325,249961.12,186945.4756
2326,249982.04,186888.0540
2327,250000.81,186906.7848
2328,250021.18,186842.1435
2329,250041.00,186885.7741
2330,250060.82,186905.8907
2331,250100.57,186855.5099
2332,250121.06,186843.6411
2333,250140.90,186890.4009
2334,250160.74,186815.8132
2335,250180.57,186864.9647
2336,250220.72,186867.1328
2337,250240.59,186951.4212
2338,250261.05,186801.5304
2339,250280.88,186791.1369
2340,250320.64,186814.2486
2341,250340.50,186880.3427
2342,250360.37,186810.2029
2343,250380.85,186833.9181
2344,250400.68,186905.0413
2345,250420.55,186795.2496
2346,250440.90,186884.1648
2347,250460.78,186831.9958
2348,250480.63,186842.7247
2349,250500.47,186910.7410
2350,250520.30,186807.4760
2351,250540.77,186902.4709
2352,250560.53,186855.1970
2353,250580.42,186896.3689
2354,250600.28,186940.3571
2355,250620.73,186840.0648
2356,250640.57,186850.3019
2357,250660.42,186804.0785
2358,250680.69,186822.3846
2359,250700.55,186859.0862
2360,250720.38,186830.2524
2361,250740.27,186887.2717
2362,250760.10,186951.7118
2363,250782.02,186852.4030
2364,250800.74,186811.0299
2365,250820.59,186881.6614
2366,250840.40,186991.1626
2367,250860.25,186901.2862
2368,250880.04,186887.6517
2369,250900.71,186793.7297
2370,250920.00,186850.5925
2371,250940.44,186821.8705
2372,250960.27,186845.9433
2373,250980.07,186802.5810
2374,251020.33,186813.2427
2375,251040.19,186866.2611
2376,251060.03,186770.5286
2377,251080.46,186780.2516
2378,251100.13,186904.5720
2379,251120.02,186854.6158
2380,251139.90,186843.6411
2381,251159.75,186798.3565
2382,251180.16,186863.7130
2383,251199.95,186880.4768
2384,251224.30,186901.7333
2385,251239.93,186848.2903
2386,251259.77,186834.8792
2387,251280.22,186918.8771
2388,251300.04,186961.7477
2389,251319.83,186828.3078
2390,251360.09,186925.1132
2391,251379.94,186870.2844
2392,251399.76,186835.9745
2393,251420.24,186872.6760
2394,251460.01,186851.0395
2395,251479.87,186867.2445
2396,251499.75,186871.9161
2397,251519.57,186889.7304
2398,251540.01,186883.0025
2399,251579.67,186840.6013
2400,251599.54,186860.4496
2401,251619.99,186837.9414
2402,251639.80,186836.4885
2403,251659.66,186822.6081
2404,251699.50,186841.7412
2405,251719.95,186794.2661
2406,251739.78,186927.9295
2407,251759.62,186825.5585
2408,251780.05,186787.3147
2409,251799.56,186871.5584
2410,251819.42,186887.4058
2411,251839.83,186838.3661
2412,251859.62,186823.8375
2413,251879.40,186851.7324
2414,251902.05,186848.4691
2415,251919.04,186879.0686
2416,251939.48,186839.9307
2417,251959.92,186992.4590
2418,251979.75,186827.6373
2419,252019.51,186925.6720
2420,252039.38,186872.2290
2421,252059.20,186882.8237
2422,252079.62,186904.2814
2423,252099.44,187009.2228
2424,252139.62,186864.1376
2425,252159.41,186932.4222
2426,252179.20,186842.6800
2427,252199.61,186813.0416
2428,252219.39,186815.5897
2429,252239.82,186835.6839
2430,252259.50,186863.8471
2431,252279.32,186850.1902
2432,252299.73,186845.6975
2433,252319.49,186856.3369
2434,252339.26,186836.8685
2435,252359.64,186810.2029
2436,252379.42,186729.2225
2437,252399.27,186870.9102
2438,252419.11,186868.6974
2439,252439.51,186910.2493
2440,252459.30,186890.1998
2441,252479.12,186909.8023
2442,252499.19,186845.7645
2443,252519.04,186937.7866
2444,252539.46,186902.5826
2445,252559.24,186848.7597
2446,252579.03,186947.7779
2447,252619.48,186815.4556
2448,252639.29,186884.4777
2449,252658.89,186877.1911
2450,252679.26,186887.7634
2451,252718.98,186978.6456
2452,252738.81,186827.7714
2453,252759.21,186854.5488
2454,252779.00,186804.7267
2455,252798.79,186861.4331
2456,252839.24,186999.8351
2457,252859.02,186886.8470
2458,252878.81,186814.6956
2459,252899.21,186976.1199
2460,252919.07,186903.8120
2461,252939.72,186855.2417
2462,252959.14,186851.6207
2463,252979.03,186880.1638
2464,252998.86,186879.6945
2465,253018.65,186884.1648
2466,253058.98,186838.8802
2467,253078.83,186877.6157
2468,253098.67,186803.8327
2469,253118.52,186976.9469
2470,253139.14,186926.0743
2471,253158.39,186879.4262
2472,253178.87,186908.0141
2473,253198.63,186879.4486
2474,253218.48,186873.5477
2475,253238.90,186853.2076
2476,253258.71,186909.6458
2477,253278.71,186933.0257
2478,253298.60,186868.8762
2479,253318.41,186931.4387
2480,253338.86,186858.6391
2481,253358.67,186833.8287
2482,253381.76,186888.4340
2483,253398.14,186822.1164
2484,253418.60,186820.1718
2485,253438.44,186932.1316
2486,253458.87,186925.4708
2487,253478.71,186830.2971
2488,253498.73,186897.7770
2489,253518.60,186914.2950
2490,253538.42,186879.9403
2491,253558.85,186902.6273
2492,253578.66,186851.5760
2493,253601.80,186861.0755
2494,253618.05,186871.9161
2495,253638.51,186943.7099
2496,253658.31,186843.8646
2497,253678.70,186845.2504
2498,253698.49,186863.3777
2499,253738.76,186901.5545
2500,253758.68,186832.4205
2501,253778.51,186941.2512
2502,253798.31,186900.0793
2503,253838.71,186853.2971
2504,253858.57,186925.5379
2505,253878.38,186953.9022
2506,253898.19,186931.7517
2507,253918.61,186988.7039
2508,253958.23,186919.2794
2509,253978.68,186845.0940
2510,253998.48,186859.2426
2511,254018.25,186784.4313
2512,254038.05,186884.8801
2513,254058.69,186961.0995
2514,254077.98,186943.1511
2515,254098.45,186859.5108
2516,254118.23,186898.7605
2517,254138.00,186933.4728
2518,254158.38,186941.3853
2519,254178.55,186853.2971
2520,254198.56,186910.3163
2521,254218.37,186849.6761
2522,254238.14,187043.0857
2523,254257.91,186898.6934
2524,254298.28,186910.4281
2525,254318.10,186884.4107
2526,254337.89,186812.5722
2527,254358.28,186879.8509
2528,254378.06,186885.9306
2529,254418.05,186833.2028
2530,254437.89,186835.2368
2531,254458.29,186873.5701
2532,254478.04,186889.8198
2533,254518.19,186935.3056
2534,254538.02,186867.2445
2535,254557.82,186890.6915
2536,254578.22,186897.9558
2537,254598.01,186894.6254
2538,254618.16,186894.2901
2539,254638.01,186888.9257
2540,254657.98,186832.7782
2541,254677.83,186958.0820
2542,254697.63,186812.2146
2543,254718.03,186875.3582
2544,254738.49,186863.2883
2545,254757.76,186840.9365
2546,254777.57,186944.0451
2547,254797.94,186902.0909
2548,254817.77,186930.4553
2549,254857.95,186949.7672
2550,254877.76,186799.8317
2551,254897.52,186854.1464
2552,254917.90,186778.3293
2553,254938.00,186857.3651
2554,254957.50,186763.0631
2555,254977.93,186748.6015
2556,254997.75,186924.6885
2557,255017.50,186863.3330
2558,255037.85,186837.8073
2559,255058.92,186873.8830
2560,255077.48,186923.8168
2561,255097.90,186838.7461
2562,255117.68,186901.7556
2563,255137.46,186874.1736
2564,255177.65,186882.1532
2565,255197.44,186933.8080
2566,255217.87,186935.0597
2567,255237.63,186922.2522
2568,255277.88,186829.8054
2569,255297.78,186741.9183
2570,255317.54,186897.9782
2571,255337.33,186899.7440
2572,255357.74,186871.3796
2573,255391.54,186891.2727
2574,255397.75,186831.1912
2575,255417.55,186810.4264
2576,255437.34,186882.5555
2577,255457.75,186800.6140
2578,255477.54,186922.2522
2579,255497.50,186912.9986
2580,255517.71,186840.4895
2581,255537.76,186887.0929
2582,255557.55,186879.1580
2583,255577.34,186896.1006
2584,255597.17,186875.8723
2585,255617.57,186828.9784
2586,255637.14,186910.4952
2587,255657.60,186828.9784
2588,255677.40,186912.9315
2589,255697.15,186880.6332
2590,255716.93,186928.6001
2591,255739.64,186872.3184
2592,255757.33,186770.4168
2593,255777.15,186879.9180
2594,255797.53,186890.3339
2595,255817.31,186815.3661
2596,255837.13,186945.0957
2597,255877.42,186943.1064
2598,255897.27,186883.8295
2599,255917.02,186858.8403
2600,255937.40,186867.7363
2601,255957.19,186792.5003
2602,255997.47,186843.2164
2603,256017.28,186838.5002
2604,256037.07,186944.6486
2605,256056.85,186956.9644
2606,256077.26,186919.7041
2607,256117.30,186920.7099
2608,256137.15,186882.6672
2609,256156.89,186856.9851
2610,256176.66,186913.1327
2611,256197.01,186918.6759
2612,256236.82,186870.2173
2613,256256.67,186873.1007
2614,256277.04,186829.7160
2615,256296.80,186883.2931
2616,256317.12,186845.7645
2617,256336.86,186861.6119
2618,256356.64,186907.2989
2619,256377.01,186935.0597
2620,256396.74,186918.7430
2621,256417.12,186845.0269
2622,256437.08,186801.7986
2623,256456.53,186843.1270
2624,256476.96,186886.6906
2625,256496.73,186865.9258
2626,256516.47,186889.0375
2627,256536.85,186896.5924
2628,256556.65,186760.0903
2629,256577.13,186828.9560
2630,256596.98,186908.6176
2631,256616.76,186822.9881
2632,256636.52,186897.3747
2633,256656.90,186880.3650
2634,256676.65,186785.9066
2635,256697.43,186830.5430
2636,256716.78,186881.9296
2637,256736.53,186924.2191
2638,256756.90,186795.1602
2639,256776.63,186830.1183
2640,256797.00,186909.3329
2641,256819.02,186827.4584
2642,256836.40,186845.6528
2643,256856.75,186832.5770
2644,256876.52,186859.6897
2645,256896.31,186827.6149
2646,256916.71,186740.2866
2647,256937.83,186847.8879
2648,256956.34,186827.9949
2649,256976.66,186802.3798
2650,256996.42,186845.7422
2651,257016.82,186854.9511
2652,257056.75,186857.8568
2653,257076.57,186853.2524
2654,257096.37,186893.3514
2655,257116.75,186856.8063
2656,257136.54,186994.8953
2657,257176.54,186867.0210
2658,257196.23,186827.3690
2659,257216.63,186787.5382
2660,257236.44,186858.9073
2661,257256.39,186806.6266
2662,257276.56,186916.9101
2663,257296.34,186933.3386
2664,257316.16,186883.3825
2665,257336.58,186903.2532
2666,257356.37,186927.6837
2667,257376.66,186859.5779
2668,257396.32,186839.6625
2669,257416.15,186891.5856
2670,257436.40,186836.6003
2671,257456.19,186862.6848
2672,257476.04,186763.2419
2673,257500.53,186860.6061
2674,257515.98,186836.7344
2675,257536.43,186938.0996
2676,257556.20,186975.5834
2677,257576.05,186820.3953
2678,257596.45,186893.0832
2679,257636.45,187004.0372
2680,257656.29,186922.4533
2681,257676.06,186937.9207
2682,257695.91,186902.4932
2683,257716.34,186886.3553
2684,257756.01,186873.2348
2685,257775.83,186892.1667
2686,257796.23,186946.7497
2687,257816.02,186853.9453
2688,257835.80,186919.2794
2689,257876.16,186848.0891
2690,257895.93,186834.0969
2691,257915.71,186853.5653
2692,257936.13,186791.4051
2693,257955.91,186880.6109
2694,257995.95,186881.5944
2695,258015.79,186829.8054
2696,258036.21,186938.9936
2697,258056.07,186782.6208
2698,258075.88,186968.6767
2699,258116.13,186868.8762
2700,258135.92,186973.2812
2701,258155.69,186861.3884
2702,258176.03,186874.0618
2703,258215.99,186952.6953
2704,258235.80,186838.1202
2705,258255.58,186916.1278
2706,258276.01,186869.5691
2707,258295.79,186943.4193
2708,258316.14,186938.5913
2709,258336.04,186863.3553
2710,258355.82,186835.7509
2711,258375.58,186856.5828
2712,258395.38,186884.7907
2713,258435.50,186837.3826
2714,258455.94,186872.5866
2715,258475.70,186799.1835
2716,258495.49,186926.7449
2717,258515.91,186878.8227
2718,258555.81,186894.4690
2719,258575.62,186917.6030
2720,258595.40,186853.6323
2721,258615.78,186874.7100
2722,258635.56,186914.7643
2723,258675.80,186933.2269
2724,258695.60,186960.9877
2725,258715.40,186855.0852
2726,258735.29,186783.5373
2727,258755.77,186960.5184
2728,258795.52,186870.4855
2729,258815.33,186937.0714
2730,258835.72,186868.8092
2731,258855.50,186888.4563
2732,258875.26,186961.7254
2733,258915.30,186841.6741
2734,258935.10,186881.1026
2735,258955.50,186824.2174
2736,258975.27,186907.4330
2737,258995.78,186873.1901
2738,259015.09,186896.0336
2739,259035.09,186869.1444
2740,259055.49,186833.8734
2741,259075.29,186856.6945
2742,259095.07,186877.4369
2743,259135.49,186820.4623
2744,259155.34,186805.5761
2745,259175.12,186870.1056
2746,259195.51,186805.5984
2747,259215.30,186897.2853
2748,259255.49,186827.8831
2749,259275.31,186922.9451
2750,259295.33,186886.8694
2751,259315.12,186841.6071
2752,259335.54,186857.5886
2753,259375.09,186906.7401
2754,259394.90,186889.8422
2755,259415.29,186830.0065
2756,259435.07,186850.9948
2757,259454.84,186831.1018
2758,259495.18,186944.7827
2759,259515.03,186815.8802
2760,259534.81,186834.1863
2761,259555.22,186831.6159
2762,259575.49,186888.6352
2763,259595.42,186764.3371
2764,259615.31,186805.3079
2765,259635.13,186829.7830
2766,259654.91,186769.4780
2767,259675.32,186909.8246
2768,259696.44,186890.6021
2769,259715.03,186840.9812
2770,259734.83,186889.8645
2771,259755.27,186934.0315
2772,259775.04,186785.2584
2773,259815.22,186805.5537
2774,259835.03,186796.3448
2775,259854.81,186907.3436
2776,259875.19,186813.6898
2777,259895.35,186879.7392
2778,259914.69,186851.2630
2779,259935.18,186793.6403
2780,259954.97,186898.4029
2781,259974.82,186918.0053
2782,259994.64,186899.6993
2783,260015.23,186893.6643
2784,260035.05,186891.9209
2785,260055.04,186852.5147
2786,260074.81,186933.2045
2787,260094.53,186913.4903
2788,260114.91,186916.3737
2789,260134.67,186827.5926
2790,260155.29,186886.4223
2791,260174.52,186876.9452
2792,260194.91,186838.0085
2793,260214.66,186767.9581
2794,260234.41,186822.1834
2795,260254.79,186845.2951
2796,260274.95,186839.3943
2797,260294.82,186900.9510
2798,260314.62,186886.1765
2799,260334.38,186956.5621
2800,260354.77,186878.6663
2801,260395.18,186869.5244
2802,260414.37,186873.8607
2803,260434.37,186899.9675
2804,260454.46,186897.6876
2805,260474.69,186926.4096
2806,260514.70,186882.7343
2807,260535.24,186802.1563
2808,260554.74,186917.9830
2809,260574.81,186830.2301
2810,260594.73,186854.1464
2811,260634.54,186801.9551
2812,260654.27,186852.8277
2813,260674.78,186918.4747
2814,260694.44,186834.7228
2815,260714.27,186909.4670
2816,260754.16,186807.2078
2817,260774.53,186874.7994
2818,260794.31,186876.0958
2819,260814.07,186839.7519
2820,260834.44,186884.6565
2821,260854.56,186844.9152
2822,260874.35,186919.3688
2823,260894.15,186856.2028
2824,260914.53,186786.4430
2825,260934.29,186825.1562
2826,260954.04,186907.1648
2827,260975.34,186843.1717
2828,260994.09,186923.2357
2829,261013.87,186883.0025
2830,261034.26,186848.4020
2831,261053.92,186834.0299
2832,261094.37,186887.0482
2833,261114.22,186862.7071
2834,261134.10,186852.5371
2835,261153.92,186886.9811
2836,261174.35,186829.3360
2837,261214.13,186820.2612
2838,261233.98,186828.0619
2839,261253.78,186851.0842
2840,261274.19,186856.0240
2841,261293.95,186904.2367
2842,261334.15,186836.0415
2843,261353.98,186915.9713
2844,261373.79,186890.6692
2845,261394.19,186843.5740
2846,261413.99,186833.0240
2847,261453.79,186819.1883
2848,261473.61,186904.1473
2849,261494.06,186793.3720
2850,261513.83,186834.5886
2851,261533.62,186826.5420
2852,261566.91,186816.7967
2853,261573.63,186891.3621
2854,261593.97,186781.9279
2855,261613.72,186829.0454
2856,261633.57,186816.7296
2857,261654.03,186842.5459
2858,261693.99,186880.2533
2859,261713.78,186874.3077
2860,261733.57,186910.0481
2861,261753.97,186833.3369
2862,261773.74,186886.7800
2863,261793.78,186930.1647
2864,261813.62,186898.7381
2865,261833.44,186842.9706
2866,261853.86,186846.2116
2867,261873.65,186799.2505
2868,261913.97,186849.0279
2869,261933.78,186898.0452
2870,261953.62,186876.2970
2871,261973.44,186920.2182
2872,261993.86,186954.9081
2873,262033.82,186886.2659
2874,262053.67,186867.8704
2875,262073.58,186913.0433
2876,262093.42,186834.4545
2877,262113.93,186933.3163
2878,262133.89,186895.0054
2879,262153.72,186851.4419
2880,262173.56,186831.5265
2881,262193.39,186783.4032
2882,262213.80,186888.9928
2883,262233.58,186808.6606
2884,262253.67,186860.1590
2885,262273.58,186788.7452
2886,262293.43,186827.8608
2887,262313.26,186827.0114
2888,262333.67,186870.0385
2889,262353.44,186858.1250
2890,262373.74,186827.3020
2891,262393.60,186962.8653
2892,262413.43,186909.7129
2893,262433.31,186814.7850
2894,262453.72,186845.8986
2895,262493.69,186842.3000
2896,262513.45,186817.4672
2897,262533.17,186774.3507
2898,262553.55,186820.8647
2899,262573.40,186783.3585
2900,262613.23,186882.0414
2901,262633.08,186856.0910
2902,262653.57,186853.8335
2903,262673.42,186853.9229
2904,262693.34,186834.6781
2905,262713.19,186844.9375
2906,262733.11,186861.5001
2907,262753.00,186856.1804
2908,262773.44,186907.0753
2909,262793.30,186871.6031
2910,262833.22,186859.8014
2911,262853.10,186831.8170
2912,262872.94,186927.1919
2913,262893.40,186887.0258
2914,262913.23,186839.9531
2915,262933.82,186802.4021
2916,262953.03,186775.1330
2917,262972.91,186849.6314
2918,262993.37,186824.5974
2919,263013.22,186832.6440
2920,263033.05,186898.8052
2921,263054.35,186821.1553
2922,263073.14,186747.7968
2923,263093.04,186935.8420
2924,263112.93,186791.6510
2925,263132.79,186757.5869
2926,263173.32,186719.0748
2927,263193.23,186861.5448
2928,263213.15,186850.3690
2929,263233.01,186842.9706
2930,263252.89,186777.8152
2931,263292.75,186739.8620
2932,263312.65,186816.0143
2933,263333.13,186826.0950
2934,263352.99,186783.8055
2935,263372.88,186837.2932
2936,263412.84,186870.0609
2937,263432.76,186840.6683
2938,263452.64,186794.1096
2939,263473.16,186720.1924
2940,263493.02,186832.0629
2941,263532.92,186796.6130
2942,263552.82,186895.2736
2943,263572.71,186874.1289
2944,263592.57,186846.8598
2945,263612.97,186964.4523
2946,263632.99,186845.9657
2947,263652.98,186905.6895
2948,263672.91,186927.0131
2949,263692.78,186874.2853
2950,263712.62,186787.6053
2951,263732.42,186904.4825
2952,263752.88,186904.9072
2953,263772.80,186789.3934
2954,263792.68,186825.9609
2955,263812.53,186832.8899
2956,263832.32,186838.2990
2957,263852.85,186828.7772
2958,263872.88,186813.3992
2959,263892.85,186885.3495
2960,263912.72,186799.0941
2961,263932.57,186878.6216
2962,263952.90,186872.0055
2963,263992.40,186933.4951
2964,264012.28,186886.1541
2965,264032.64,186842.0318
2966,264052.54,186926.9460
2967,264085.08,186886.1094
2968,264092.27,186881.0356
2969,264112.23,186870.2844
2970,264132.71,186906.0919
2971,264152.57,186928.9130
2972,264172.42,186855.0181
2973,264212.75,186922.6322
2974,264232.66,186930.8129
2975,264252.52,186965.2569
2976,264272.31,186914.0491
2977,264292.21,186974.3541
2978,264312.18,186886.6906
2979,264332.03,186863.1989
2980,264352.44,186838.6120
2981,264372.22,186884.5001
2982,264392.01,186851.5536
2983,264416.48,186860.6731
2984,264432.10,186837.3826
2985,264451.92,186863.6459
2986,264472.37,186830.9230
2987,264492.20,186919.0335
2988,264511.98,186827.0561
2989,264552.11,186853.0512
2990,264571.93,186880.2086
2991,264592.41,186897.0394
2992,264612.20,186916.9325
2993,264632.15,186799.7199
2994,264652.47,186931.7517
2995,264672.32,186764.7171
2996,264692.19,186897.4864
2997,264711.97,186919.4135
2998,264731.75,186977.6174
2999,264752.25,186702.3334
3000,264771.95,186890.2668
3001,264791.78,186887.6293
3002,264812.20,186840.8248
3003,264831.99,186864.8306
3004,264851.77,186837.6955
3005,264871.84,186869.0774
3006,264892.19,186786.1748
3007,264912.05,186892.3232
3008,264931.84,186945.4086
3009,264951.64,186834.7898
3010,264972.08,186960.5184
3011,264994.66,186893.0608
3012,265011.53,186843.7976
3013,265031.98,186804.1679
3014,265051.79,186847.0833
3015,265071.61,186875.7829
3016,265111.65,186888.3669
3017,265132.11,186880.8568
3018,265151.92,186867.4234
3019,265171.71,186797.7530
3020,265191.73,186844.4011
3021,265212.05,186878.1522
3022,265231.91,186879.5156
3023,265251.71,186920.6205
3024,265271.52,186818.8307
3025,265291.93,186886.6682
3026,265325.03,186903.7226
3027,265331.57,186847.3962
3028,265351.43,186939.3960
3029,265371.87,186864.8529
3030,265391.69,186927.2143
3031,265411.50,186898.2464
3032,265431.32,186898.4923
3033,265451.94,186952.2929
3034,265471.78,186876.7887
3035,265491.60,186909.6234
3036,265511.40,186914.1832
3037,265531.83,186929.7847
3038,265554.31,186754.6365
3039,265571.17,186846.7927
3040,265591.63,186972.7448
3041,265611.47,186945.2074
3042,265631.28,186953.1870
3043,265651.69,186894.8489
3044,265675.34,186933.0481
3045,265691.56,186864.1824
3046,265711.39,186930.6341
3047,265731.20,186928.7565
3048,265751.63,186891.3174
3049,265791.70,186933.9868
3050,265811.49,186835.5274
3051,265831.30,186988.9721
3052,265851.10,186837.1591
3053,265871.51,186899.2075
3054,265911.19,187006.3171
3055,265930.95,186800.7034
3056,265951.38,186879.4039
3057,265971.17,186910.9869
3058,265990.99,186836.5780
3059,266011.43,186879.8286
