sample,t_ms,ch1_uv
1064,222357.91,186772.2273
1065,222377.60,186847.6644
1066,222398.06,186902.7391
1067,222417.87,186833.0017
1068,222437.67,186800.8599
1069,222457.45,186795.3837
1070,222478.02,186844.8928
1071,222497.91,186802.5810
1072,222517.77,186874.7994
1073,222537.56,186926.2978
1074,222557.96,186809.7112
1075,222597.44,186831.5712
1076,222617.88,186815.1203
1077,222637.67,186829.8724
1078,222657.46,186870.7314
1079,222677.94,186861.4331
1080,222717.54,186910.2046
1081,222737.38,186887.3835
1082,222757.80,186827.0114
1083,222777.59,186824.1727
1084,222797.34,186886.8247
1085,222818.00,186879.4933
1086,222837.27,186793.1932
1087,222857.75,186891.0715
1088,222877.54,186799.2058
1089,222897.34,186829.2689
1090,222917.90,186826.5197
1091,222937.70,186829.3136
1092,222957.52,186859.7567
1093,222977.32,186858.2815
1094,222997.14,186821.5129
1095,223017.55,186772.1379
1096,223037.73,186831.9288
1097,223057.33,186823.5692
1098,223077.18,186882.2426
1099,223097.61,186842.0094
1100,223117.37,186831.8841
1101,223157.54,186878.6439
1102,223177.39,186928.0189
1103,223197.22,186817.8248
1104,223217.03,186894.9160
1105,223237.66,186851.6430
1106,223257.65,186845.0269
1107,223277.49,186827.9055
1108,223297.42,186927.7731
1109,223317.27,186808.2359
1110,223337.08,186874.1959
1111,223377.01,186905.8013
1112,223397.44,186852.5594
1113,223417.28,186882.8908
1114,223437.06,186797.8200
1115,223457.46,186912.3504
1116,223477.08,186778.0611
1117,223496.94,186957.9926
1118,223516.77,186887.2494
1119,223537.16,186856.7169
1120,223556.96,186842.5682
1121,223579.86,186882.5331
1122,223596.68,186846.8150
1123,223617.18,186822.5858
1124,223637.34,186832.5323
1125,223657.31,186875.4923
1126,223699.11,186846.8374
1127,223717.05,186871.3796
1128,223736.74,186854.3699
1129,223757.18,186768.2710
1130,223776.60,186892.6361
1131,223817.15,186898.1570
1132,223837.52,186774.2389
1133,223857.07,186840.6236
1134,223876.77,186811.6334
1135,223896.66,186941.5864
1136,223936.69,186833.6499
1137,223957.04,186874.3971
1138,223976.81,186838.2543
1139,223996.66,186812.7957
1140,224016.47,186888.2775
1141,224056.71,186905.2649
1142,224076.51,186942.5476
1143,224096.91,186850.9948
1144,224116.69,186830.3195
1145,224136.54,186863.3330
1146,224156.50,186959.1773
1147,224177.07,186834.8122
1148,224196.90,186802.9386
1149,224216.69,186884.4107
1150,224236.54,186913.4009
1151,224256.33,186930.4553
1152,224276.63,186991.8332
1153,224296.45,186975.8070
1154,224316.25,186852.7383
1155,224336.65,186966.4863
1156,224356.44,186918.5194
1157,224377.44,186859.6449
1158,224396.75,186878.0851
1159,224416.57,186818.9424
1160,224436.33,186944.1122
1161,224456.75,186880.1638
1162,224496.84,186881.5050
1163,224516.67,186901.5321
1164,224536.52,186875.4923
1165,224556.32,186930.6341
1166,224576.73,186881.5720
1167,224616.38,186975.6728
1168,224636.22,186954.3269
1169,224656.69,186841.4953
1170,224676.52,186918.5418
1171,224696.34,186833.0687
1172,224716.53,186861.2990
1173,224736.35,186817.2437
1174,224756.15,186931.7293
1175,224776.54,186952.6953
1176,224796.33,186943.5310
1177,224818.12,186845.7198
1178,224836.19,186848.8044
1179,224856.35,186923.4145
1180,224876.09,186876.9228
1181,224896.47,186862.3495
1182,224936.15,186890.6468
1183,224955.86,186881.8179
1184,224976.25,186887.0258
1185,224996.06,186890.1998
1186,225015.90,186841.0036
1187,225036.40,186877.0570
1188,225056.13,186845.8986
1189,225075.95,186809.1077
1190,225096.35,186772.6296
1191,225116.15,186824.7539
1192,225138.34,186920.7323
1193,225156.26,186900.3028
1194,225176.11,186847.4185
1195,225195.88,186905.7789
1196,225215.74,186869.4350
1197,225256.36,186862.7965
1198,225276.19,186895.9442
1199,225296.05,186917.5583
1200,225315.83,186808.2359
1201,225336.25,186887.0258
1202,225355.86,186888.2775
1203,225376.36,186805.3079
1204,225396.18,186965.9498
1205,225415.91,186940.4018
1206,225435.72,186844.7140
1207,225459.55,186830.5877
1208,225475.64,186854.9287
1209,225496.09,186865.8811
1210,225515.73,186877.5487
1211,225536.17,186841.0707
1212,225575.88,186860.3826
1213,225595.73,186904.3261
1214,225615.54,186848.8491
1215,225635.95,186924.8003
1216,225655.76,186813.3545
1217,225675.74,186924.4426
1218,225696.13,186791.2039
1219,225715.94,186857.7227
1220,225735.71,186901.6215
1221,225755.52,186987.8992
1222,225778.22,186910.4505
1223,225795.21,186931.0141
1224,225815.62,186891.8762
1225,225835.43,186847.9326
1226,225855.86,186753.3177
1227,225895.38,186903.4097
1228,225915.74,186884.0083
1229,225935.50,186860.1590
1230,225955.31,186844.6022
1231,225975.88,186879.4262
1232,225995.54,186908.4835
1233,226015.35,186861.5001
1234,226035.79,186823.7928
1235,226055.59,186795.9648
1236,226075.41,186950.4601
1237,226095.78,186911.5680
1238,226115.57,186890.2221
1239,226135.34,186816.4167
1240,226155.75,186931.9528
1241,226175.52,186865.3893
1242,226195.31,186880.5438
1243,226235.61,186885.4612
1244,226255.31,186809.1077
1245,226275.72,186833.7840
1246,226295.51,186874.2630
1247,226315.29,186852.9618
1248,226339.69,186874.6877
1249,226355.49,186826.0726
1250,226375.43,186776.9435
1251,226395.25,186882.3990
1252,226415.66,186902.1356
1253,226435.42,186901.6215
1254,226475.62,186937.5184
1255,226495.44,186778.3293
1256,226515.26,186883.5837
1257,226535.05,186909.6011
1258,226575.09,186868.4292
1259,226595.48,186819.4789
1260,226615.31,187034.2791
1261,226635.09,186835.7733
1262,226654.89,186811.9463
1263,226676.20,186845.5186
1264,226695.15,186800.6587
1265,226714.96,186846.5245
1266,226734.81,186805.7549
1267,226755.20,186875.4253
1268,226774.99,186815.1203
1269,226798.51,186929.1589
1270,226814.89,186959.5125
1271,226835.31,186912.4621
1272,226855.10,186900.8616
1273,226874.89,186876.1852
1274,226915.11,186976.2316
1275,226934.88,186798.6694
1276,226955.21,186793.7744
1277,226974.97,186844.6246
1278,226994.80,186826.0056
1279,227035.17,186775.2001
1280,227054.87,186808.3030
1281,227075.28,186996.3706
1282,227095.04,186841.4506
1283,227114.83,186921.4252
1284,227154.76,186914.6526
1285,227174.52,186846.8598
1286,227194.95,186828.5537
1287,227214.79,186910.8751
1288,227234.59,186810.7840
1289,227275.00,186873.7936
1290,227294.80,186899.8334
1291,227314.60,186877.5710
1292,227334.36,186887.8305
1293,227355.02,186889.1269
1294,227374.81,186846.4127
1295,227394.69,186792.2097
1296,227414.50,186818.3166
1297,227434.91,186854.2582
1298,227454.69,186908.5953
1299,227474.47,186910.4058
1300,227494.42,186881.0579
1301,227514.89,186713.4422
1302,227534.69,186861.2096
1303,227554.46,186904.4378
1304,227574.86,186920.3076
1305,227614.84,186840.7577
1306,227634.67,186849.8102
1307,227654.47,186852.5818
1308,227674.87,186858.6615
1309,227714.47,186827.2796
1310,227734.27,186863.3330
1311,227754.69,186938.0102
1312,227774.45,186848.0220
1313,227794.24,186784.2078
1314,227815.48,186903.7896
1315,227834.31,186906.1813
1316,227854.81,186833.3817
1317,227874.60,186843.2164
1318,227894.39,186881.9967
1319,227914.18,186894.9383
1320,227935.65,186922.1404
1321,227954.28,186921.2911
1322,227974.71,186826.7208
1323,227994.49,186950.5271
1324,228014.22,186829.5148
1325,228054.65,186868.4292
1326,228074.46,186948.5825
1327,228094.20,186840.8248
1328,228113.97,186850.6148
1329,228147.85,186855.0181
1330,228154.39,186838.0085
1331,228174.25,186956.2715
1332,228194.02,186852.9618
1333,228214.55,186849.8549
1334,228234.50,186866.8869
1335,228254.56,186919.2794
1336,228274.47,186933.1598
1337,228294.24,186971.6942
1338,228314.06,186990.3132
1339,228334.47,186908.8411
1340,228354.26,186869.2115
1341,228376.44,186914.9879
1342,228393.59,186881.5050
1343,228414.07,186895.9442
1344,228433.80,186889.7527
1345,228454.04,186871.9831
1346,228473.82,186924.5544
1347,228514.38,186806.3807
1348,228534.19,186929.7847
1349,228553.99,186858.9297
1350,228573.77,186901.8450
1351,228614.02,186832.5099
1352,228633.84,186807.0066
1353,228654.23,186895.0948
1354,228674.07,186892.6585
1355,228694.23,186906.8518
1356,228714.26,186913.0880
1357,228734.10,186843.6188
1358,228753.88,186831.8617
1359,228773.65,186853.4535
1360,228794.05,186881.7508
1361,228815.05,186873.2348
1362,228834.00,186881.0803
1363,228853.79,186845.1610
1364,228873.58,186896.4359
1365,228893.96,186870.3067
1366,228934.11,186840.8024
1367,228953.93,186877.9957
1368,228973.77,186832.1300
1369,228993.59,186936.0432
1370,229027.32,186836.5780
1371,229034.05,186861.3213
1372,229053.77,186818.1154
1373,229073.58,186888.0540
1374,229094.00,186784.9901
1375,229113.81,186863.6906
1376,229134.18,186910.8751
1377,229154.01,186904.0132
1378,229173.83,186866.6410
1379,229193.61,186872.6984
1380,229213.45,186869.3456
1381,229233.85,186936.2444
1382,229254.04,186912.8197
1383,229273.79,186945.3415
1384,229293.57,186937.9431
1385,229313.43,186947.0403
1386,229333.86,186889.5963
1387,229353.66,186842.0988
1388,229374.23,186836.5780
1389,229393.53,186917.5807
1390,229413.40,186895.8771
1391,229433.79,186837.8520
1392,229453.60,186823.3904
1393,229473.42,186805.4196
1394,229494.47,186801.5081
1395,229513.79,186962.4406
1396,229533.61,186916.8207
1397,229553.44,186842.7023
1398,229573.28,186910.9645
1399,229593.70,186934.9927
1400,229614.50,186923.4145
1401,229633.41,186874.7771
1402,229653.31,186926.1414
1403,229673.17,186823.5916
1404,229693.58,186880.0297
1405,229713.43,186837.0920
1406,229733.89,186976.6116
1407,229753.66,186836.3544
1408,229773.59,186909.6011
1409,229793.45,186879.2698
1410,229813.31,186924.9344
1411,229853.31,186821.0882
1412,229873.19,186895.8995
1413,229893.61,186826.9891
1414,229913.43,186875.0900
1415,229933.26,186855.3087
1416,229973.15,186866.9316
1417,229993.60,186907.8800
1418,230012.85,186902.9626
1419,230033.31,186893.9325
1420,230053.15,186861.2096
1421,230093.37,186901.6886
1422,230113.23,186871.4914
1423,230133.09,186857.7227
1424,230153.52,186806.8501
1425,230173.37,186855.6216
1426,230213.22,186919.6147
1427,230233.11,186852.6265
1428,230252.94,186953.3435
1429,230273.39,186911.3669
1430,230293.19,186873.9054
1431,230333.41,186884.5001
1432,230353.26,186860.2261
1433,230373.07,186871.8266
1434,230392.88,186831.6606
1435,230413.30,186842.7023
1436,230433.45,186884.7683
1437,230453.50,186827.8608
1438,230473.38,186874.1289
1439,230493.20,186892.0103
1440,230512.93,186836.4662
1441,230532.77,186862.9083
1442,230573.43,186856.1134
1443,230592.90,186843.6635
1444,230612.74,186848.9161
1445,230632.59,186885.9529
1446,230653.01,186888.7469
1447,230693.08,186954.3046
1448,230712.96,186878.3757
1449,230732.81,186893.7984
1450,230752.65,186889.1940
1451,230773.09,186888.0987
1452,230812.61,186845.7645
1453,230833.10,186949.4542
1454,230852.93,186880.0968
1455,230872.75,186890.2445
1456,230892.59,186911.6127
1457,230913.11,186907.3883
1458,230932.75,186904.1026
1459,230952.61,186903.4320
1460,230972.40,186831.2135
1461,230992.89,186860.7625
1462,231012.70,186845.5634
1463,231034.99,186890.7362
1464,231052.33,186880.0744
1465,231072.90,186875.4029
1466,231092.74,186890.1998
1467,231112.57,186796.9260
1468,231132.29,186779.2234
1469,231156.31,186841.6294
1470,231172.67,186842.5682
1471,231192.52,186853.0735
1472,231212.29,186812.8404
1473,231232.76,186922.1404
1474,231272.97,186901.2862
1475,231292.23,186911.1657
1476,231312.67,186885.8188
1477,231332.50,186829.5372
1478,231352.30,186901.5768
1479,231392.54,186862.6177
1480,231412.40,186835.0804
1481,231432.21,186869.0550
1482,231452.64,186972.3201
1483,231472.60,186846.5692
1484,231492.60,186918.8100
1485,231512.42,186832.9570
1486,231532.20,186806.2466
1487,231551.96,186819.8141
1488,231572.39,186869.0997
1489,231592.20,186845.7645
1490,231612.19,186861.9025
1491,231632.22,186897.7323
1492,231652.02,186904.0579
1493,231672.42,186850.9054
1494,231692.20,186794.2885
1495,231711.99,186904.4155
1496,231733.01,186873.9277
1497,231752.52,186884.0531
1498,231772.32,186876.7887
1499,231792.18,186897.1512
1500,231812.23,186912.8868
1501,231852.25,186823.7928
1502,231871.87,186845.0269
1503,231892.27,186835.8403
1504,231912.06,186839.8190
1505,231951.84,186866.1270
1506,231972.22,186833.7169
1507,231992.00,186795.2719
1508,232012.41,186882.6002
1509,232032.19,186876.4088
1510,232052.89,186848.9385
1511,232072.12,186870.7761
1512,232091.87,186878.5992
1513,232112.24,186898.7381
1514,232132.01,186916.2619
1515,232172.32,186787.2700
1516,232192.21,186851.1289
1517,232211.98,186932.0422
1518,232231.74,186804.1232
1519,232272.02,186877.8169
1520,232291.85,186896.1900
1521,232311.61,186931.1482
1522,232332.07,186906.0919
1523,232351.83,186875.6935
1524,232374.07,186803.0056
1525,232391.13,186926.0743
1526,232411.59,186858.6838
1527,232432.01,186891.8538
1528,232451.77,186921.0228
1529,232491.88,186831.4147
1530,232511.61,186919.7041
1531,232531.44,186900.0345
1532,232551.81,186890.8703
1533,232571.59,186920.2182
1534,232612.05,186851.9783
1535,232631.88,186847.4409
1536,232651.66,186835.3263
1537,232671.49,186852.0454
1538,232691.88,186819.7471
1539,232731.83,186828.1513
1540,232751.63,186879.3815
1541,232771.48,186824.9327
1542,232791.25,186835.4157
1543,232812.01,186951.6894
1544,232831.68,186863.6906
1545,232851.51,186935.3950
1546,232871.27,186837.2709
1547,232891.66,186801.7763
1548,232911.46,186848.1562
1549,232951.38,186855.1746
1550,232971.80,186854.4817
1551,232991.59,186849.2067
1552,233011.34,186916.2619
1553,233031.13,186904.5272
1554,233051.94,186915.1220
1555,233071.26,186813.7568
1556,233091.67,186904.9966
1557,233111.44,186892.0550
1558,233131.21,186875.7382
1559,233151.61,186871.6702
1560,233171.64,186940.0442
1561,233191.23,186930.0082
1562,233211.04,186897.6206
1563,233231.45,186867.7810
1564,233251.24,186922.2745
1565,233271.01,186835.0804
1566,233292.16,186854.3029
1567,233311.45,186907.5000
1568,233331.26,186928.2201
1569,233351.04,186840.1766
1570,233371.48,186794.2214
1571,233411.54,186850.1455
1572,233431.34,186915.1890
1573,233451.14,186787.8065
1574,233470.96,186878.9569
1575,233510.95,186831.5935
1576,233531.39,186855.5769
1577,233551.22,186856.8733
1578,233570.99,186795.8531
1579,233590.78,186885.9977
1580,233611.55,186895.3854
1581,233631.00,186842.9258
1582,233650.81,186775.5800
1583,233671.23,186873.6371
1584,233691.00,186850.2572
1585,233714.97,186777.1223
1586,233731.04,186871.1114
1587,233750.82,186773.7249
1588,233771.20,186824.3292
1589,233790.98,186844.1775
1590,233810.72,186847.4185
1591,233835.05,186899.0287
1592,233851.08,186832.3311
1593,233870.82,186791.2486
1594,233890.60,186821.0882
1595,233910.99,186888.5234
1596,233950.60,186834.0522
1597,233971.02,186853.7888
1598,233990.85,186865.3446
1599,234010.62,186848.0444
1600,234031.02,186962.9547
1601,234070.59,186854.1688
1602,234091.02,186942.7487
1603,234110.84,186890.9150
1604,234130.60,186812.2816
1605,234151.19,186807.6324
1606,234170.98,186836.7344
1607,234190.89,186952.9858
1608,234210.68,186804.8608
1609,234230.48,186892.8596
1610,234250.81,186928.8906
1611,234270.83,186874.2853
1612,234290.61,186823.9716
1613,234310.49,186845.4963
1614,234330.32,186910.8081
1615,234350.74,186863.6012
1616,234370.52,186836.7121
1617,234393.25,186860.8296
1618,234410.27,186871.6478
1619,234430.72,186798.9376
1620,234450.53,186790.7345
1621,234470.36,186857.0298
1622,234490.78,186841.6965
1623,234511.23,186856.5604
1624,234530.61,186891.8538
1625,234550.45,186825.6480
1626,234570.24,186887.0705
1627,234590.65,187009.0216
1628,234630.63,186851.5089
1629,234650.46,186846.6139
1630,234670.27,186853.8335
1631,234690.68,186826.5867
1632,234730.54,186875.0006
1633,234750.38,186830.6100
1634,234770.22,186926.5437
1635,234790.63,186975.8740
1636,234810.40,186805.1961
1637,234831.61,186904.9966
1638,234850.42,186915.7702
1639,234870.22,186841.8083
1640,234890.02,186849.7431
1641,234910.41,186871.9831
1642,234950.50,186925.1579
1643,234970.36,186803.5868
1644,234990.16,186798.1330
1645,235009.92,186852.4030
1646,235030.39,186917.1783
1647,235070.29,186939.4630
1648,235090.10,186878.4651
1649,235109.85,186882.0637
1650,235130.24,186886.1318
1651,235163.64,186823.9939
1652,235170.36,186825.1786
1653,235190.24,186865.5458
1654,235210.05,186898.4252
1655,235229.82,186803.4974
1656,235250.23,186806.9619
1657,235272.08,186878.6439
1658,235290.13,186829.6936
1659,235309.95,186784.8560
1660,235329.73,186888.3893
1661,235350.12,186869.3903
1662,235369.89,186782.9785
1663,235409.81,186922.6769
1664,235429.64,186865.0988
1665,235450.01,186873.5701
1666,235469.77,186864.0259
1667,235510.01,186808.6159
1668,235529.83,186839.7743
1669,235550.16,186798.4235
1670,235569.90,186807.4760
1671,235589.66,186923.7721
1672,235629.99,186847.6868
1673,235649.78,186810.4711
1674,235669.58,186805.1514
1675,235689.97,186903.8120
1676,235709.92,186857.7451
1677,235729.75,186952.5835
1678,235749.61,186896.1453
1679,235769.99,186859.0415
1680,235789.74,186888.1434
1681,235809.50,186906.6283
1682,235832.23,186897.1065
1683,235849.43,186921.6710
1684,235869.81,186907.4553
1685,235889.57,186886.0424
1686,235909.29,186849.8996
1687,235929.76,186897.7323
1688,235969.98,186806.0008
1689,235989.39,186841.6071
1690,236009.49,186873.9054
1691,236029.75,186849.8996
1692,236049.89,186830.4536
1693,236089.51,186938.2113
1694,236130.14,186921.6263
1695,236149.72,186883.2707
1696,236169.66,186830.0736
1697,236209.77,186768.2040
1698,236229.52,186817.6013
1699,236249.15,186912.5962
1700,236269.49,186934.1210
1701,236289.26,186804.8161
1702,236329.66,187000.0809
1703,236349.45,186906.0248
1704,236369.23,186916.4631
1705,236389.60,186911.2551
1706,236429.44,186856.0910
1707,236449.29,186835.9521
1708,236469.15,186899.2746
1709,236489.61,186925.6720
1710,236509.42,186878.8451
1711,236549.60,186861.8578
1712,236569.43,186821.1776
1713,236589.18,186852.1124
1714,236608.99,186987.4969
1715,236629.42,186928.2201
1716,236649.20,186959.4678
1717,236669.64,186903.7449
1718,236688.89,186945.9674
1719,236709.33,186884.0978
1720,236729.11,186854.0347
1721,236748.91,186883.4719
1722,236769.30,186798.6247
1723,236789.77,186868.5186
1724,236809.05,186897.0841
1725,236828.87,186853.0512
1726,236849.28,186823.3010
1727,236869.13,186803.9891
1728,236889.00,186884.9024
1729,236908.97,186877.8393
1730,236928.87,186881.1697
1731,236949.33,186849.8325
1732,236969.12,186788.8570
1733,236988.93,186861.6119
1734,237029.21,186862.0366
1735,237048.98,186802.5810
1736,237068.76,186879.6945
1737,237089.12,186912.9092
1738,237108.87,186844.9152
1739,237149.20,186974.8235
1740,237169.03,186840.6013
1741,237188.76,186866.1270
1742,237208.60,186958.6408
1743,237229.00,186888.6575
1744,237268.93,186775.8706
1745,237288.74,186919.4806
1746,237308.53,186839.0143
1747,237328.97,186908.7517
1748,237348.76,186876.5429
1749,237388.76,186949.6107
1750,237408.76,186935.0150
1751,237428.55,186884.2319
1752,237449.01,186843.2611
1753,237482.20,186837.8744
1754,237488.96,186896.7041
1755,237508.77,186870.6420
1756,237528.54,186894.9160
1757,237548.35,186911.5233
1758,237568.74,186835.8403
1759,237588.50,186882.3767
1760,237609.04,186936.2667
1761,237628.93,186808.2136
1762,237648.73,186927.7507
1763,237668.54,186880.2533
1764,237688.37,186904.8625
1765,237708.79,186836.0862
1766,237728.56,186880.0297
1767,237748.44,186870.4185
1768,237768.23,186934.8362
1769,237788.63,186844.8704
1770,237808.41,186945.6992
1771,237848.91,186888.5234
1772,237868.73,186845.1834
1773,237888.53,186844.2670
1774,237908.35,186921.5593
1775,237928.13,186870.3514
1776,237952.04,186919.5476
1777,237968.60,186803.6538
1778,237988.39,186789.7958
1779,238008.17,186813.8686
1780,238028.55,186856.6498
1781,238068.11,186852.9171
1782,238088.14,186915.2337
1783,238108.55,186887.2494
1784,238128.38,186884.0531
1785,238148.16,186806.1796
1786,238168.62,186801.1281
1787,238188.53,186921.2463
1788,238208.38,186837.6732
1789,238228.17,186814.7403
1790,238247.95,186868.9433
1791,238268.41,186924.7779
1792,238289.18,186878.5545
1793,238307.95,186915.5243
1794,238328.17,186892.1444
1795,238347.97,186868.7868
1796,238368.35,186854.0570
1797,238388.14,186910.3611
1798,238408.65,186889.7527
1799,238427.91,186886.3553
1800,238448.33,186794.6461
1801,238468.13,186806.6937
1802,238487.90,186857.3651
1803,238528.34,186818.0931
1804,238548.17,186946.4815
1805,238568.02,186853.7664
1806,238587.88,186773.5237
1807,238608.31,186916.4407
1808,238648.17,186809.3759
1809,238667.89,186864.3388
1810,238688.23,186935.0597
1811,238708.04,186854.0794
1812,238727.79,186888.1881
1813,238768.03,186951.3094
1814,238787.89,186942.9722
1815,238807.66,186823.3904
1816,238828.06,186834.7898
1817,238847.82,186849.5420
1818,238888.16,186945.8780
1819,238907.98,186918.2512
1820,238927.76,186841.7189
1821,238947.55,186975.7175
1822,238967.95,186890.1104
1823,239008.15,186830.6100
1824,239027.95,186953.8128
1825,239047.72,186941.6311
1826,239067.51,186834.5663
1827,239087.93,186851.7995
1828,239108.08,186917.1113
1829,239128.02,186822.1834
1830,239147.88,186900.4592
1831,239167.67,186938.0102
1832,239187.46,186850.8160
1833,239211.81,186875.8723
1834,239227.72,186958.4844
1835,239247.55,186764.1807
1836,239267.35,186894.2454
1837,239287.77,186915.0102
1838,239327.90,186866.6634
1839,239347.80,186872.0502
1840,239367.60,186848.5808
1841,239387.40,186834.0746
1842,239407.81,186892.4350
1843,239447.88,186894.4690
1844,239467.81,186837.3156
1845,239487.62,186881.3485
1846,239507.41,186901.6886
1847,239527.25,186899.0734
1848,239547.59,186839.3049
1849,239567.66,186861.8578
1850,239587.51,186809.7559
1851,239607.31,186931.0141
1852,239627.16,186943.8440
1853,239647.58,186908.5059
1854,239667.38,186920.6429
1855,239687.50,186926.9907
1856,239707.51,186840.3330
1857,239727.31,186837.6955
1858,239747.15,186800.2340
1859,239766.94,186839.9084
1860,239807.38,186897.0841
1861,239827.21,186845.5634
1862,239847.01,186848.9385
1863,239867.40,186853.6323
1864,239907.54,186925.9849
1865,239927.32,186851.7101
1866,239947.17,186865.2552
1867,239966.95,186855.9346
1868,239987.36,186820.0824
1869,240007.53,186740.4655
1870,240027.33,186848.6479
1871,240047.17,186907.4777
1872,240066.97,186939.7759
1873,240087.33,186818.1154
1874,240127.09,186832.6887
1875,240146.91,186885.8635
1876,240167.31,186884.0083
1877,240187.17,186842.4788
1878,240206.96,186856.9851
1879,240246.89,186878.1969
1880,240266.71,186869.2786
1881,240287.17,186844.4234
1882,240306.95,186875.8053
1883,240326.73,186918.8324
1884,240366.82,186894.7819
1885,240386.70,186858.4827
1886,240407.14,186950.5718
1887,240426.92,186912.6856
1888,240446.69,186860.3826
1889,240487.20,186961.6359
1890,240507.01,186861.9248
1891,240526.79,186887.4282
1892,240546.55,186901.4874
1893,240566.90,186871.8266
1894,240607.01,186808.7724
1895,240626.79,186849.6090
1896,240646.53,186840.8918
1897,240666.88,186875.6041
1898,240686.51,186835.1251
1899,240707.86,186824.1504
1900,240726.47,186877.2581
1901,240746.85,186812.4381
1902,240766.66,186986.4911
1903,240786.43,186874.4195
1904,240806.83,186876.0288
1905,240826.90,186900.9957
1906,240846.71,186885.3047
1907,240866.52,186867.5128
1908,240886.27,186899.4981
1909,240906.65,186876.8111
1910,240946.25,186887.1823
1911,240966.67,186851.4419
1912,240986.44,186831.9064
1913,241006.80,186840.8024
1914,241026.56,186922.2969
1915,241066.76,186818.4954
1916,241086.59,186895.9889
1917,241106.34,186837.3603
1918,241126.10,186897.2406
1919,241166.59,186805.7102
1920,241186.65,186882.6002
1921,241206.52,186866.8199
1922,241226.34,186936.4679
1923,241246.12,186836.0639
1924,241267.13,186853.5653
1925,241286.38,186895.6983
1926,241306.18,186898.8276
1927,241326.58,186864.5400
1928,241346.36,186824.0163
1929,241366.14,186772.1379
1930,241387.31,186804.1679
1931,241406.14,186854.6158
1932,241425.93,186866.8646
1933,241446.35,186904.2590
1934,241466.13,186863.8024
1935,241506.09,186881.2814
1936,241525.87,186871.3796
1937,241546.29,186808.6383
1938,241566.09,186816.2155
1939,241606.11,186821.5129
1940,241625.96,186872.0055
1941,241646.38,186818.6519
1942,241666.19,186886.4894
1943,241686.05,186857.9909
1944,241726.29,186866.1270
1945,241746.10,186879.8956
1946,241765.92,186872.7878
1947,241785.71,186885.4165
1948,241806.12,186846.2563
1949,241826.05,186813.9580
1950,241845.97,186850.5031
1951,241865.77,186865.7246
1952,241886.16,186890.0657
1953,241905.93,186772.9872
1954,241945.77,186817.3108
1955,241966.21,186841.2271
1956,241986.03,186837.4273
1957,242005.81,186838.0085
1958,242025.59,186849.2961
1959,242065.60,186818.7189
1960,242086.00,186913.3562
1961,242105.77,186870.1950
1962,242125.55,186902.6050
1963,242165.68,186884.2989
1964,242185.48,186858.0580
1965,242205.91,186872.3407
1966,242225.68,186839.7295
1967,242246.28,186914.6749
1968,242265.67,186825.2903
1969,242285.47,186840.5566
1970,242305.89,186904.8178
1971,242325.65,186859.7567
1972,242345.41,186815.0756
1973,242368.63,186919.7711
1974,242385.32,186907.5224
1975,242405.75,186785.9513
1976,242425.51,186767.1087
1977,242445.91,186799.2505
1978,242485.64,186851.7995
1979,242505.46,186828.9784
1980,242525.28,186904.9519
1981,242545.68,186863.1765
1982,242578.80,186863.6236
1983,242585.60,186869.2786
1984,242605.41,186892.4126
1985,242625.79,186848.2009
1986,242645.55,186854.2135
1987,242665.31,186911.0763
1988,242686.77,186843.4846
1989,242705.80,186854.4817
1990,242725.63,186815.6120
1991,242745.41,186834.2087
1992,242765.19,186971.1801
1993,242805.59,186869.2115
1994,242825.34,186815.7014
1995,242845.12,186827.3690
1996,242865.50,186869.1891
1997,242905.47,186818.9871
1998,242925.30,186834.7675
1999,242945.09,186852.4477
2000,242965.65,186806.4031
2001,242985.46,186816.1261
2002,243005.92,186853.5206
2003,243025.59,186832.1747
2004,243045.32,186889.9986
2005,243065.11,186868.7645
2006,243084.88,186780.9668
2007,243125.20,186811.5664
2008,243145.03,186845.6975
2009,243165.43,186893.7761
2010,243185.20,186927.3037
2011,243205.18,186827.7937
2012,243225.20,186843.9317
2013,243244.99,186871.6031
2014,243265.42,186862.9083
2015,243285.20,186921.6934
2016,243304.98,186848.6032
2017,243327.05,186832.4652
2018,243344.94,186897.3523
2019,243365.37,186829.6042
2020,243385.31,186862.3272
2021,243405.12,186887.8752
2022,243444.86,186851.3972
2023,243465.30,186792.2321
2024,243485.09,186917.4689
2025,243504.87,186862.0142
2026,243524.67,186870.9773
2027,243564.84,186855.3981
2028,243584.63,186854.1241
2029,243604.98,186808.6159
2030,243624.79,186815.7238
2031,243644.78,186827.0785
2032,243664.88,186852.6712
2033,243684.73,186837.5391
2034,243705.14,186931.2376
2035,243724.89,186827.8161
2036,243744.68,186875.8947
2037,243766.84,186875.6488
2038,243784.56,186872.7431
2039,243804.92,186840.8695
2040,243824.68,186917.9383
2041,243844.99,186853.1182
2042,243884.85,186896.2348
2043,243904.68,186981.3502
2044,243924.45,186852.6489
2045,243944.85,186793.5061
2046,243978.09,186909.7129
2047,243984.57,186901.5545
2048,244004.44,186749.0485
2049,244024.83,186866.8869
2050,244044.67,186855.1970
2051,244064.44,186933.4728
2052,244084.85,186921.1793
2053,244104.68,187009.3793
2054,244124.81,186837.3379
2055,244144.64,186855.8899
2056,244164.41,186893.4631
2057,244184.80,186937.1608
2058,244204.58,186824.2845
2059,244224.60,186998.7175
2060,244244.49,186954.1481
2061,244264.27,186876.3417
